cluster_id,paper_id,doi,title,source_lane,page_hint,cluster_basis,char_start,char_end,member_count,field_group_count,field_groups,field_values_json,positioned_member_count,existing_condition_ids,existing_condition_overlap_count,cluster_quality,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_gate_status,condition_scope
CONDCL-1c2722a3e418eea178,ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,7,char_window,42286,42469,10,3,laser_power;pi_loading;scan_speed,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""13.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""13.5"", ""normalized_unit"": ""mW"", ""raw"": ""13.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20849"", ""normalized_unit"": ""mW"", ""raw"": ""20849mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""3 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": ""50"", ""normalized_unit"": ""um/s"", ""raw"": ""3 mm/min"", ""raw_unit"": ""mm/min""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""3 mm/min"", ""raw_unit"": ""mm/min""}, {""normalized"": ""347483.3333"", ""normalized_unit"": ""um/s"", ""raw"": ""20849mm/min"", ""raw_unit"": ""mm/min""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mm/min"", ""raw_unit"": ""mm/min""}]}",10,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-4e469ff2bb6b7c986f,ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,8,char_window,43975,44018,5,3,laser_power;pi_loading;scan_speed,"{""laser_power"": [{""normalized"": ""16"", ""normalized_unit"": ""mW"", ""raw"": ""16 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""16 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""08491 mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""08491 mm/ min"", ""raw_unit"": ""mm/min""}, {""normalized"": ""141516.6667"", ""normalized_unit"": ""um/s"", ""raw"": ""08491 mm/ min"", ""raw_unit"": ""mm/min""}]}",5,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-59a1ac4511831c81f3,ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,8,char_window,45806,45837,5,3,laser_power;pi_loading;scan_speed,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""12.5"", ""normalized_unit"": ""mW"", ""raw"": ""12.5 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 mm/min"", ""raw_unit"": ""mm/min""}, {""normalized"": ""83.33333333"", ""normalized_unit"": ""um/s"", ""raw"": ""5 mm/min"", ""raw_unit"": ""mm/min""}]}",5,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-dc543fa2ac7d915954,zotero_INAWB8HL,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,9,exact_anchor,,,1,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",0,COND-bf2105f80130,1,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,exact_anchor_cluster_candidate
CONDCL-c50bac28fff1d88dd2,ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,9,char_window,50637,50642,1,1,repetition_rate_MHz,"{""repetition_rate_MHz"": [{""normalized"": ""0.001"", ""normalized_unit"": ""MHz"", ""raw"": ""1 kHz"", ""raw_unit"": ""kHz""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-ffce341e2b69dab266,ZPC-005075,10.1115/1.4000097,Process sensitivity analysis and resolution prediction for the two photon polymerization of micro/nano structures,core_two_photon,9,char_window,53952,53995,5,3,laser_power;pi_loading;scan_speed,"{""laser_power"": [{""normalized"": ""20849"", ""normalized_unit"": ""mW"", ""raw"": ""20849mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mm"", ""raw_unit"": ""mm""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20849mm/min"", ""raw_unit"": ""mm/min""}, {""normalized"": ""347483.3333"", ""normalized_unit"": ""um/s"", ""raw"": ""20849mm/min"", ""raw_unit"": ""mm/min""}]}",5,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-5d3ad611276ac45626,OA2P-000328,10.1116/1.2890972,Nanoimprint lithography: An old story in modern times? A review,out_of_scope_for_expansion,12,char_window,52622,52634,2,1,scan_speed,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.2 mm / min"", ""raw_unit"": ""mm/min""}, {""normalized"": ""3.333333333"", ""normalized_unit"": ""um/s"", ""raw"": ""0.2 mm / min"", ""raw_unit"": ""mm/min""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-690de0b135d946f130,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,1,char_window,2242,2248,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""469"", ""normalized_unit"": ""nm"", ""raw"": ""469 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0c8d4ec28f0847a429,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,1,char_window,610,616,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""469"", ""normalized_unit"": ""nm"", ""raw"": ""469 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-25f2633cdb21525c95,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,3,char_window,8108,10210,9,2,pi_loading;wavelength_nm,"{""pi_loading"": [{""normalized"": ""4"", ""normalized_unit"": ""mm"", ""raw"": ""4 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""7"", ""normalized_unit"": ""mm"", ""raw"": ""7 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""1"", ""normalized_unit"": ""mm"", ""raw"": ""1 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""10"", ""normalized_unit"": ""mm"", ""raw"": ""10 mm"", ""raw_unit"": ""mm""}], ""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""465"", ""normalized_unit"": ""nm"", ""raw"": ""465 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""24"", ""normalized_unit"": ""nm"", ""raw"": ""24 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""469"", ""normalized_unit"": ""nm"", ""raw"": ""469 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-2e61c089a7993f84c8,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,4,char_window,10916,11709,8,1,pi_loading,"{""pi_loading"": [{""normalized"": ""1"", ""normalized_unit"": ""mm"", ""raw"": ""1 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""5"", ""normalized_unit"": ""mm"", ""raw"": ""5mm"", ""raw_unit"": ""mm""}, {""normalized"": ""27"", ""normalized_unit"": ""mm"", ""raw"": ""27 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""5"", ""normalized_unit"": ""mm"", ""raw"": ""5 mm"", ""raw_unit"": ""mm""}, {""normalized"": ""15"", ""normalized_unit"": ""mm"", ""raw"": ""15 mm"", ""raw_unit"": ""mm""}]}",8,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-f082bfbcc716fc06f1,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,5,char_window,12612,14976,6,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""1"", ""normalized_unit"": ""nm"", ""raw"": ""1 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""469"", ""normalized_unit"": ""nm"", ""raw"": ""469 nm"", ""raw_unit"": ""nm""}]}",6,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-2a4bab801423cc923e,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,6,char_window,15891,15895,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""1"", ""normalized_unit"": ""nm"", ""raw"": ""1 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-884f9c264c85f581e1,ZPC-004826,10.1117/12.634627,Quantum yield of conversion of the dental photoinitiator camphorquinone,photoinitiator_mechanism_prior,8,char_window,17487,18594,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""469"", ""normalized_unit"": ""nm"", ""raw"": ""469 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-f972fdd09df9fbe173,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,10,char_window,54327,54626,6,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",6,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-bda1f8e5c95f3a4cc6,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,11,char_window,62659,62782,3,2,laser_power;pi_loading,"{""laser_power"": [{""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""40 mM"", ""raw_unit"": ""mM""}]}",3,,0,multi_field_candidate_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-991930086f74d28138,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,12,char_window,65204,65209,2,1,laser_power,"{""laser_power"": [{""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}]}",2,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-ebdd984ae1343df241,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,12,char_window,67478,69982,19,3,dwell_time_ms;laser_power;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""0.10085"", ""normalized_unit"": ""ms"", ""raw"": ""100.85 μs"", ""raw_unit"": ""μs""}, {""normalized"": ""0.01261"", ""normalized_unit"": ""ms"", ""raw"": ""12.61 μs"", ""raw_unit"": ""μs""}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""500 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""500"", ""normalized_unit"": ""mW"", ""raw"": ""500 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""3000"", ""normalized_unit"": ""mW"", ""raw"": ""3 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""3 W"", ""raw_unit"": ""W""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""laser power of 100%"", ""raw_unit"": ""%""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}]}",19,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-67bcdbe6aacda1eeb5,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,13,char_window,73147,74257,5,2,laser_power;pi_loading,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1% laser power"", ""raw_unit"": ""%""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100% laser power"", ""raw_unit"": ""%""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.05 mm"", ""raw_unit"": ""mm""}]}",5,,0,multi_field_candidate_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-8bbd174c417980e58b,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,2,char_window,10795,11303,4,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",4,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-18e78eb821e40f66cd,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,2,char_window,7043,7049,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-7979e264208d5af570,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,2,char_window,9086,9166,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""25"", ""normalized_unit"": ""nm"", ""raw"": ""25 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-b20614a3ce0a58792a,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,4,char_window,21772,21778,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-e6d3008a722767e5d3,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,4,char_window,23434,23440,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""690"", ""normalized_unit"": ""nm"", ""raw"": ""690 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-da2eaebfdb3a23caa6,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,5,char_window,23734,23740,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""770"", ""normalized_unit"": ""nm"", ""raw"": ""770 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-70729a84463620b2fb,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,5,char_window,26364,27559,12,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100% laser power"", ""raw_unit"": ""%""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""690"", ""normalized_unit"": ""nm"", ""raw"": ""690 nm"", ""raw_unit"": ""nm""}]}",12,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-014efdf5628c44cf63,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,6,char_window,29319,31439,11,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100% laser power"", ""raw_unit"": ""%""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",11,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-89b498552062247a4e,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,7,char_window,33469,33475,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-3c198f6abcbd64adfc,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,7,char_window,39409,39690,3,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",3,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-93df39d0788ec6d07e,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,8,char_window,40358,44082,20,3,dwell_time_ms;laser_power;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""30000"", ""normalized_unit"": ""ms"", ""raw"": ""30 s"", ""raw_unit"": ""s""}], ""laser_power"": [{""normalized"": ""1"", ""normalized_unit"": ""mW"", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100% laser power"", ""raw_unit"": ""%""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""730"", ""normalized_unit"": ""nm"", ""raw"": ""730 nm"", ""raw_unit"": ""nm""}]}",20,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-a7ce5c84ed4dd98111,ZPC-004200,10.1126/sciadv.adw9262,Digital light processing of photoresponsive and programmable hydrogels,out_of_scope_for_expansion,9,char_window,48716,48722,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""365"", ""normalized_unit"": ""nm"", ""raw"": ""365 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-64ddf16e6e7e99bab3,OA2P-000336,10.1126/science.1155441,Silica-on-Silicon Waveguide Quantum Circuits,out_of_scope_for_expansion,1,char_window,3691,3697,1,1,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""in air"", ""raw_unit"": """"}]}",1,,0,single_field_context_cluster,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-293144f41fd9e464d0,OA2P-000336,10.1126/science.1155441,Silica-on-Silicon Waveguide Quantum Circuits,out_of_scope_for_expansion,1,char_window,5826,5832,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-f308a9026be6154b0d,OA2P-000336,10.1126/science.1155441,Silica-on-Silicon Waveguide Quantum Circuits,out_of_scope_for_expansion,2,char_window,8667,8725,4,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""60"", ""normalized_unit"": ""mW"", ""raw"": ""60 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""402"", ""normalized_unit"": ""nm"", ""raw"": ""402 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""804"", ""normalized_unit"": ""nm"", ""raw"": ""804 nm"", ""raw_unit"": ""nm""}]}",4,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
